RE_Locus	A549	Ag04450	Bj	Gm12878	H1hesc	Helas3	Hepg2	Hmec	Hsmm	Huvec	K562	Mcf7	Nhek	Nhlf	Sknshra
chr21:39511717-39512242	0.0000	0.0000	0.0000	0.0000	0.0000	8.5291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:39630999-39631538	0.0000	0.0000	0.0000	2.1080	0.0000	1.3682	0.0000	26.9169	0.0000	0.0000	0.0000	0.0000	22.7810	0.0000	0.0000
chr21:39631260-39631799	0.0000	0.0000	0.0000	2.1080	0.0000	1.3682	0.0000	26.9169	0.0000	0.0000	0.0000	0.0000	22.7810	0.0000	0.0000
chr21:39633687-39634226	0.0000	0.0000	0.0000	2.1080	0.0000	1.3682	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9142	0.0000
chr21:39649445-39650105	0.0000	0.0000	0.0000	2.1080	0.0000	8.7054	0.0000	7.6611	4.2141	0.0000	0.0000	0.0000	19.2234	3.7305	0.0000
chr21:39664274-39664813	0.0000	0.0000	0.0000	0.0000	0.0000	1.3682	0.0000	0.0000	2.6616	0.0000	0.0000	0.0000	0.0000	2.2248	0.0000
chr21:39675109-39675648	0.0000	0.0000	0.0000	0.0000	0.0000	1.3682	0.0000	0.0000	2.6616	0.0000	0.0000	0.0000	0.0000	2.2248	0.0000
chr21:39715695-39715953	0.0000	0.0000	0.0000	0.0000	0.0000	23.4742	0.0000	0.0000	0.0000	10.4413	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:39723749-39724288	0.0000	0.0000	0.0000	5.3296	0.0000	10.0713	0.0000	5.2841	8.8120	14.4926	0.0000	0.0000	16.4688	12.2219	0.0000
chr21:40159471-40159766	0.0000	0.0000	0.0000	10.2845	0.0000	15.5118	31.5175	14.2786	0.0000	0.0000	15.3338	0.0000	9.3827	0.0000	0.0000
chr21:40159570-40160109	0.0000	0.0000	0.0000	10.2845	0.0000	15.5118	31.5175	14.2786	0.0000	0.0000	27.6223	0.0000	9.3827	0.0000	0.0000
chr21:40166005-40166544	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.3974	0.0000	12.1403	0.0000	0.0000
chr21:40170379-40170918	0.0000	0.0000	0.0000	0.0000	0.0000	6.3743	0.0000	0.0000	0.0000	0.0000	14.4654	0.0000	12.1403	0.0000	0.0000
chr21:40173344-40173560	0.0000	0.0000	0.0000	0.0000	8.0071	0.0000	0.0000	16.4266	0.0000	0.0000	6.3974	0.0000	12.1403	8.1156	0.0000
chr21:40173378-40173917	0.0000	0.0000	0.0000	0.0000	8.0071	0.0000	0.0000	16.4266	0.0000	0.0000	6.3974	0.0000	12.1403	8.1156	0.0000
chr21:40174623-40175024	0.0000	0.0000	0.0000	0.0000	8.0071	0.0000	22.9058	16.4266	0.0000	0.0000	6.3974	0.0000	12.1403	8.1156	0.0000
chr21:40211471-40212010	0.0000	0.0000	0.0000	0.0000	0.0000	5.4367	0.0000	0.0000	25.3783	0.0000	0.0000	0.0000	19.9525	8.0154	0.0000
chr21:40225251-40225790	0.0000	0.0000	0.0000	0.0000	0.0000	7.7517	0.0000	4.7545	0.0000	1.9590	0.0000	0.0000	14.8485	0.0000	0.0000
chr21:40466936-40467475	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.2971	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:40685346-40685885	0.0000	0.0000	0.0000	18.8904	20.6771	18.2942	38.3994	33.0889	50.0099	19.4443	23.2918	0.0000	19.3236	19.3059	0.0000
chr21:41005534-41006073	0.0000	0.0000	0.0000	0.0000	1.9549	0.0000	0.0000	0.0000	6.3279	0.0000	0.0000	0.0000	0.0000	4.9529	0.0000
chr21:41879864-41880403	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1525	0.0000
chr21:43032925-43033464	0.0000	0.0000	0.0000	0.0000	0.0000	6.4079	12.6203	5.2938	11.5838	0.0000	0.0000	0.0000	20.9605	4.5883	0.0000
chr21:43050504-43050859	0.0000	0.0000	0.0000	0.0000	0.0000	2.0620	0.0000	1.9487	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:43097874-43098173	0.0000	0.0000	0.0000	0.0000	0.0000	17.7508	18.8863	12.2172	0.0000	0.0000	3.6172	0.0000	12.2109	0.0000	0.0000
chr21:43098487-43098869	0.0000	0.0000	0.0000	0.0000	0.0000	17.7508	18.8863	12.2172	0.0000	0.0000	3.6172	0.0000	12.2109	0.0000	0.0000
chr21:43104410-43104949	0.0000	0.0000	0.0000	0.0000	0.0000	15.2271	7.4161	8.3722	10.2589	0.0000	0.0000	0.0000	10.2133	3.5646	0.0000
chr21:43135735-43136274	0.0000	0.0000	0.0000	0.0000	2.5941	5.6177	27.3118	3.6098	0.0000	0.0000	0.0000	0.0000	20.6359	0.0000	0.0000
chr21:43178565-43179104	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.6766	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:43188588-43189127	0.0000	0.0000	0.0000	4.1505	13.5310	15.0875	33.7039	48.7484	10.4072	11.7086	0.0000	0.0000	29.4808	6.2936	0.0000
chr21:44630089-44630628	0.0000	0.0000	0.0000	0.0000	0.0000	10.5460	23.9801	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44751994-44752310	0.0000	0.0000	0.0000	0.0000	0.0000	13.7406	18.6883	0.0000	9.4023	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44752165-44752704	0.0000	0.0000	0.0000	0.0000	0.0000	13.7406	18.6883	0.0000	9.4023	0.0000	0.0000	0.0000	9.7386	0.0000	0.0000
chr21:44753165-44753648	0.0000	0.0000	0.0000	0.0000	0.0000	13.7406	18.6883	11.5836	9.4023	0.0000	0.0000	0.0000	9.7386	5.0368	0.0000
chr21:44760573-44761004	0.0000	0.0000	0.0000	0.0000	0.0000	7.4152	4.2915	0.0000	4.0483	4.2350	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44761226-44761652	0.0000	0.0000	0.0000	0.0000	0.0000	7.4152	4.2915	0.0000	4.0483	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44762738-44763466	0.0000	0.0000	0.0000	0.0000	0.0000	7.4152	17.9870	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44764160-44764667	0.0000	0.0000	0.0000	0.0000	0.0000	7.4152	4.2915	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44832116-44832655	0.0000	0.0000	0.0000	0.0000	0.0000	24.8188	15.4899	0.0000	0.0000	0.0000	0.0000	0.0000	4.7574	0.0000	0.0000
chr21:44835567-44836106	0.0000	0.0000	0.0000	0.0000	0.0000	33.6798	12.8430	0.0000	19.3696	0.0000	0.0000	0.0000	4.2070	0.0000	0.0000
chr21:44839299-44839838	0.0000	0.0000	0.0000	0.0000	0.0000	33.6798	4.2915	0.0000	19.3696	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44847035-44847331	0.0000	0.0000	0.0000	12.1458	0.0000	33.6798	36.0576	36.5525	19.3696	13.4066	0.0000	0.0000	26.9776	12.3549	0.0000
chr21:44848098-44848369	0.0000	0.0000	0.0000	12.1458	0.0000	33.6798	4.2915	36.5525	19.3696	13.4066	0.0000	0.0000	26.9776	12.3549	0.0000
chr21:44860419-44861441	0.0000	0.0000	0.0000	6.9200	0.0000	21.0626	11.4111	0.0000	0.0000	0.0000	0.0000	0.0000	2.8658	0.0000	0.0000
chr21:44866102-44866528	0.0000	0.0000	0.0000	0.0000	0.0000	21.0626	4.2915	0.0000	0.0000	0.0000	4.7334	0.0000	31.2834	0.0000	0.0000
chr21:44866102-44866545	0.0000	0.0000	0.0000	0.0000	0.0000	21.0626	4.2915	0.0000	0.0000	0.0000	4.7334	0.0000	31.2834	0.0000	0.0000
chr21:44884987-44885252	0.0000	0.0000	0.0000	0.0000	0.0000	2.9290	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44897803-44898291	0.0000	0.0000	0.0000	0.0000	0.0000	2.9290	47.5897	9.6611	0.0000	5.5501	0.0000	0.0000	6.5491	0.0000	0.0000
chr21:44897803-44898295	0.0000	0.0000	0.0000	0.0000	0.0000	2.9290	47.5897	9.6611	0.0000	5.5501	0.0000	0.0000	6.5491	0.0000	0.0000
chr21:44910390-44910656	0.0000	0.0000	0.0000	0.0000	0.0000	4.2473	0.0000	0.0000	3.0394	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44914527-44914700	0.0000	0.0000	0.0000	0.0000	0.0000	10.7515	16.3719	0.0000	3.0394	0.0000	0.0000	0.0000	0.0000	2.0053	0.0000
chr21:44917912-44918451	0.0000	0.0000	0.0000	0.0000	0.0000	14.0977	0.0000	0.0000	3.0394	0.0000	0.0000	0.0000	6.4960	2.0053	0.0000
chr21:44922240-44922750	0.0000	0.0000	0.0000	0.0000	0.0000	15.4453	5.2575	0.0000	3.0394	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44922978-44923355	0.0000	0.0000	0.0000	0.0000	0.0000	15.4453	5.2575	0.0000	3.0394	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44936643-44937264	0.0000	0.0000	0.0000	0.0000	0.0000	11.6024	18.8363	4.1274	3.0394	14.7765	0.0000	0.0000	10.6879	0.0000	0.0000
chr21:45005897-45006413	0.0000	0.0000	0.0000	0.0000	0.0000	4.8447	7.3960	3.5498	11.4126	21.2226	0.0000	0.0000	23.9675	5.2501	0.0000
chr21:45010043-45010582	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.3911	0.0000	0.0000
chr21:45011428-45011967	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.3410	0.0000	0.0000	0.0000	0.0000	0.0000	2.3911	0.0000	0.0000
chr21:45020575-45020861	0.0000	0.0000	0.0000	0.0000	0.0000	1.9872	0.0000	5.6198	2.3359	0.0000	0.0000	0.0000	28.6987	1.6423	0.0000
chr21:45029623-45029781	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	17.9145	8.2177	2.3359	0.0000	0.0000	0.0000	2.3911	1.6423	0.0000
chr21:45059582-45060121	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.1811	0.0000	0.0000	0.0000	0.0000
chr21:45066431-45066634	0.0000	0.0000	0.0000	11.4159	0.0000	11.3658	13.4596	0.0000	0.0000	4.1402	17.6095	0.0000	21.1709	0.0000	0.0000
chr21:45132033-45132841	0.0000	0.0000	0.0000	0.0000	0.0000	21.2234	16.0767	0.0000	16.2295	0.0000	8.4815	0.0000	13.4084	0.0000	0.0000
chr21:45148313-45148500	0.0000	0.0000	0.0000	28.6665	17.0655	17.9859	28.6797	16.8651	12.9277	7.7301	13.9895	0.0000	14.4527	10.4605	0.0000
chr21:46470640-46471179	0.0000	0.0000	0.0000	0.0000	1.8493	10.4200	0.0000	0.0000	7.4030	0.0000	1.6368	0.0000	0.0000	4.6844	0.0000
chr21:46470870-46471409	0.0000	0.0000	0.0000	0.0000	1.8493	10.4200	0.0000	0.0000	7.4030	0.0000	1.6368	0.0000	0.0000	4.6844	0.0000
chr21:46739403-46739942	0.0000	0.0000	0.0000	0.0000	0.0000	9.0212	0.0000	0.0000	6.5003	4.4891	0.0000	0.0000	0.0000	1.9291	0.0000
chr21:46749984-46750391	0.0000	0.0000	0.0000	0.0000	0.0000	5.5582	21.3682	0.0000	5.8751	0.0000	0.0000	0.0000	6.1380	0.0000	0.0000
chr21:46783931-46784285	0.0000	0.0000	0.0000	0.0000	2.2714	11.0781	7.3771	11.6126	19.3487	6.2494	16.1096	0.0000	15.2251	0.0000	0.0000
chr21:46785643-46786182	0.0000	0.0000	0.0000	0.0000	2.2714	1.8903	37.1198	0.0000	10.2060	0.0000	2.4111	0.0000	0.0000	0.0000	0.0000
chr21:46797948-46798487	0.0000	0.0000	0.0000	0.0000	4.6547	14.4824	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:46847511-46848050	0.0000	0.0000	0.0000	0.0000	0.0000	5.6826	28.6786	8.6094	6.0323	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
