RE_Locus	A549	Ag04450	Bj	Gm12878	H1hesc	Helas3	Hepg2	Hmec	Hsmm	Huvec	K562	Mcf7	Nhek	Nhlf	Sknshra
chr21:17452070-17452609	0.0000	0.0000	0.0000	0.1291	0.1763	11.8816	0.4129	0.2665	0.3194	0.2279	0.1560	0.0000	0.1947	0.1341	0.0000
chr21:17496647-17497186	0.0000	0.0000	0.0000	0.1596	0.2529	11.2612	0.4732	0.2133	0.2557	0.1596	0.2238	0.0000	19.4881	0.0939	0.0000
chr21:17542064-17542603	0.0000	0.0000	0.0000	0.1206	0.2024	10.0041	0.5852	0.0984	0.1179	0.1247	0.1792	0.0000	0.1522	0.0733	0.0000
chr21:17552087-17552431	0.0000	0.0000	0.0000	0.1268	0.0934	8.1982	0.4422	0.2025	0.2427	0.1867	0.0826	0.0000	0.2279	0.1099	0.0000
chr21:17566158-17566697	0.0000	0.0000	0.0000	8.9574	0.1922	30.4133	0.4650	9.3947	10.7348	43.9912	0.1701	0.0000	0.3269	9.1221	0.0000
chr21:17613837-17614376	0.0000	0.0000	0.0000	0.1110	0.2405	0.1304	0.4071	0.2535	0.3038	12.9401	0.2129	0.0000	0.2617	0.1576	0.0000
chr21:17936130-17936429	0.0000	0.0000	0.0000	0.0920	0.1709	11.5812	0.3375	9.6611	0.2159	0.2679	0.1513	0.0000	0.1207	0.1261	0.0000
chr21:18375469-18376008	0.0000	0.0000	0.0000	0.1362	0.1193	0.1871	0.4993	0.1801	0.1507	0.2144	0.1056	0.0000	0.2485	5.2110	0.0000
chr21:18899437-18899976	0.0000	0.0000	0.0000	0.0953	0.2751	0.1498	4.6395	0.1257	0.3475	31.4219	0.2435	0.0000	0.3110	0.0582	0.0000
chr21:27512409-27512948	0.0000	0.0000	0.0000	0.0745	0.1647	4.5265	0.3495	5.0893	3.7283	5.3594	0.1458	0.0000	0.2210	1.6975	0.0000
chr21:27539128-27539667	0.0000	0.0000	0.0000	10.9388	27.9511	34.0467	30.7020	45.2923	70.3798	52.7796	0.1955	0.0000	26.7137	28.3406	0.0000
chr21:33805255-33805794	0.0000	0.0000	0.0000	0.1116	0.2209	0.0691	7.2487	0.2899	0.2080	0.0989	0.1550	0.0000	0.1542	0.1198	0.0000
chr21:33814787-33815326	0.0000	0.0000	0.0000	0.1600	0.1751	6.7502	0.2731	0.1735	0.2790	5.7660	0.1795	0.0000	0.3557	0.1499	0.0000
chr21:33829738-33830277	0.0000	0.0000	0.0000	0.1281	0.2028	10.2509	16.1442	0.2328	0.2212	3.9501	0.1154	0.0000	0.2129	0.1065	0.0000
chr21:33836208-33836567	0.0000	0.0000	0.0000	0.0591	0.1303	12.1319	0.4091	3.5247	26.9334	10.5170	0.1812	0.0000	0.2856	20.4362	0.0000
chr21:34144082-34144621	0.0000	0.0000	0.0000	5.4828	25.0876	23.9872	35.7923	42.5780	39.5877	49.4589	24.1328	0.0000	30.8072	23.4976	0.0000
chr21:34576102-34576641	0.0000	0.0000	0.0000	2.9593	0.2047	4.7411	14.7658	0.1845	5.9579	0.2036	0.1761	0.0000	0.2264	0.0743	0.0000
chr21:34576304-34576843	0.0000	0.0000	0.0000	2.9593	0.1989	4.7411	14.7658	0.2137	5.9579	0.2548	0.1488	0.0000	0.2622	0.1715	0.0000
chr21:34659331-34659870	0.0000	0.0000	0.0000	0.1216	0.1682	19.8840	26.7128	0.1374	0.2562	0.1811	0.1490	0.0000	17.5712	13.1252	0.0000
chr21:34790034-34790174	0.0000	0.0000	0.0000	0.1522	0.1683	0.1422	0.5868	0.2157	0.1646	0.1264	0.0930	0.0000	0.1685	0.1026	0.0000
chr21:35055563-35056102	0.0000	0.0000	0.0000	0.1082	0.1051	18.5695	0.4697	5.5772	4.2391	13.6854	2.0093	0.0000	10.3172	4.5834	0.0000
chr21:35133809-35134348	0.0000	0.0000	0.0000	0.0755	0.1664	7.5093	0.2166	0.2096	4.1205	19.7354	10.5479	0.0000	3.9953	26.0423	0.0000
chr21:35574170-35574709	0.0000	0.0000	0.0000	5.5143	14.7000	4.8613	30.2254	12.5418	12.2796	13.6979	10.6447	0.0000	8.5907	10.3135	0.0000
chr21:35898945-35899484	0.0000	0.0000	0.0000	13.3165	2.3781	13.1391	19.1934	20.1923	18.1764	35.1242	0.1472	0.0000	28.6719	8.5944	0.0000
chr21:36167773-36168312	0.0000	0.0000	0.0000	0.1741	0.2063	4.4642	13.0920	0.1772	4.4505	0.2914	0.1826	0.0000	3.1581	0.1376	0.0000
chr21:36179700-36180239	0.0000	0.0000	0.0000	1.5999	0.1873	2.7540	0.4459	3.5657	2.7441	5.3391	0.1658	0.0000	44.0979	0.1091	0.0000
chr21:36184660-36185199	0.0000	0.0000	0.0000	1.5999	0.1909	2.7540	0.5582	0.1774	2.7441	0.1744	0.1690	0.0000	3.1581	0.1264	0.0000
chr21:36208425-36208675	0.0000	0.0000	0.0000	0.1042	0.1278	15.4170	10.7120	0.1108	7.8709	8.7961	0.1132	0.0000	0.2647	11.2044	0.0000
chr21:36250862-36251096	0.0000	0.0000	0.0000	0.1398	0.1533	0.1779	0.3967	56.9298	0.2586	0.2340	4.2856	0.0000	26.1027	38.3598	0.0000
chr21:36254016-36254555	0.0000	0.0000	0.0000	12.2095	0.1582	29.6043	0.2768	56.9298	39.7307	48.4039	4.2856	0.0000	26.1027	38.3598	0.0000
chr21:37802300-37802839	0.0000	0.0000	0.0000	7.7286	4.5745	12.5152	12.1801	21.3749	11.7251	42.3626	12.4312	0.0000	10.8071	0.0812	0.0000
chr21:37810040-37810579	0.0000	0.0000	0.0000	0.1108	0.1875	2.7235	0.6384	0.1753	0.2513	14.4221	15.6375	0.0000	0.2572	0.1276	0.0000
chr21:37843648-37843921	0.0000	0.0000	0.0000	4.5628	0.2266	4.7860	0.3822	0.2174	0.2124	0.1855	0.1357	0.0000	0.2174	0.1240	0.0000
chr21:37850516-37850820	0.0000	0.0000	0.0000	5.1094	0.1139	4.9786	60.7684	0.1974	6.9995	9.1899	0.1400	0.0000	0.2176	0.1048	0.0000
chr21:38230668-38230968	0.0000	0.0000	0.0000	0.1284	0.2726	0.1265	17.6131	0.2012	0.2126	0.2149	0.1660	0.0000	0.1359	0.1049	0.0000
chr21:38255995-38256567	0.0000	0.0000	0.0000	0.0825	0.1766	4.8568	0.5126	0.1347	0.1328	0.1381	0.2005	0.0000	0.2151	0.0655	0.0000
chr21:38282034-38282644	0.0000	0.0000	0.0000	0.1296	0.2337	5.1283	0.4063	0.1615	0.2101	0.2169	0.1008	0.0000	0.2668	0.1037	0.0000
chr21:38282896-38283232	0.0000	0.0000	0.0000	0.1259	0.2414	5.1283	0.4707	0.1667	15.8682	0.2107	0.2413	0.0000	0.2422	10.4168	0.0000
chr21:38299551-38300090	0.0000	0.0000	0.0000	0.1064	0.2301	0.0882	0.3025	0.1976	0.2606	0.1781	0.1563	0.0000	0.2468	4.4689	0.0000
chr21:38936549-38937088	0.0000	0.0000	0.0000	15.9227	6.9172	17.4958	15.7104	19.5728	38.3920	18.5180	20.6988	0.0000	25.6354	12.6129	0.0000
chr21:39355951-39356490	0.0000	0.0000	0.0000	0.1065	0.2176	0.2035	0.4751	0.2388	0.2366	0.1783	0.2068	0.0000	0.1653	0.1286	0.0000
chr21:39414514-39415053	0.0000	0.0000	0.0000	0.0665	0.2675	1.3682	0.4616	0.1200	0.2411	0.1114	0.2137	0.0000	0.1982	0.1167	0.0000
chr21:39511717-39512242	0.0000	0.0000	0.0000	0.1053	0.2035	8.5291	0.3902	0.2872	0.1615	0.1762	0.2036	0.0000	0.2045	0.1190	0.0000
chr21:39630999-39631538	0.0000	0.0000	0.0000	2.1080	0.1226	1.3682	0.3906	26.9169	0.1936	0.2186	0.1926	0.0000	22.7810	0.0797	0.0000
chr21:39631260-39631799	0.0000	0.0000	0.0000	2.1080	0.2297	1.3682	0.2439	26.9169	0.1998	0.1984	0.2368	0.0000	22.7810	0.0955	0.0000
chr21:39633687-39634226	0.0000	0.0000	0.0000	2.1080	0.2748	1.3682	0.3860	0.1861	0.2369	0.2022	0.1801	0.0000	0.2425	1.9142	0.0000
chr21:39649445-39650105	0.0000	0.0000	0.0000	2.1080	0.1504	8.7054	0.4788	7.6611	4.2141	0.1354	0.1085	0.0000	19.2234	3.7305	0.0000
chr21:39664274-39664813	0.0000	0.0000	0.0000	0.1306	0.2534	1.3682	0.4347	0.2462	2.6616	0.1624	0.2034	0.0000	0.2930	2.2248	0.0000
chr21:39675109-39675648	0.0000	0.0000	0.0000	0.1186	0.2268	1.3682	0.4430	0.2544	2.6616	0.1676	0.2432	0.0000	0.1473	2.2248	0.0000
chr21:39715695-39715953	0.0000	0.0000	0.0000	0.1208	0.2732	23.4742	0.2967	0.2425	0.2862	10.4413	0.1331	0.0000	0.3524	0.0986	0.0000
chr21:39723749-39724288	0.0000	0.0000	0.0000	5.3296	0.2220	10.0713	0.3557	5.2841	8.8120	14.4926	0.2243	0.0000	16.4688	12.2219	0.0000
chr21:40159471-40159766	0.0000	0.0000	0.0000	10.2845	0.1778	15.5118	31.5175	14.2786	0.1439	0.1987	15.3338	0.0000	9.3827	0.1169	0.0000
chr21:40159570-40160109	0.0000	0.0000	0.0000	10.2845	0.2276	15.5118	31.5175	14.2786	0.3443	0.2400	27.6223	0.0000	9.3827	0.1412	0.0000
chr21:40166005-40166544	0.0000	0.0000	0.0000	0.0809	0.1341	0.1218	0.3670	0.2293	0.2231	0.1207	6.3974	0.0000	12.1403	0.0710	0.0000
chr21:40170379-40170918	0.0000	0.0000	0.0000	0.0970	0.2462	6.3743	0.4352	0.2819	0.2952	0.2888	14.4654	0.0000	12.1403	0.1699	0.0000
chr21:40173344-40173560	0.0000	0.0000	0.0000	0.1001	8.0071	0.1634	0.5258	16.4266	0.3050	0.1871	6.3974	0.0000	12.1403	8.1156	0.0000
chr21:40173378-40173917	0.0000	0.0000	0.0000	0.1187	8.0071	0.1295	0.2643	16.4266	0.2906	0.2475	6.3974	0.0000	12.1403	8.1156	0.0000
chr21:40174623-40175024	0.0000	0.0000	0.0000	0.1434	8.0071	0.1501	22.9058	16.4266	0.2749	0.2558	6.3974	0.0000	12.1403	8.1156	0.0000
chr21:40211471-40212010	0.0000	0.0000	0.0000	0.0721	0.1780	5.4367	0.6326	0.2145	25.3783	0.2437	0.2008	0.0000	19.9525	8.0154	0.0000
chr21:40225251-40225790	0.0000	0.0000	0.0000	0.1725	0.2704	7.7517	0.4098	4.7545	0.3379	1.9590	0.2418	0.0000	14.8485	0.1101	0.0000
chr21:40466936-40467475	0.0000	0.0000	0.0000	0.1118	0.2038	0.0964	5.2971	0.1292	0.2571	0.2305	0.1965	0.0000	0.2284	0.1456	0.0000
chr21:40685346-40685885	0.0000	0.0000	0.0000	18.8904	20.6771	18.2942	38.3994	33.0889	50.0099	19.4443	23.2918	0.0000	19.3236	19.3059	0.0000
chr21:41005534-41006073	0.0000	0.0000	0.0000	0.1479	1.9549	0.1515	0.5423	0.2421	6.3279	0.2834	0.1573	0.0000	0.3021	4.9529	0.0000
chr21:41879864-41880403	0.0000	0.0000	0.0000	0.1528	0.2099	0.1472	0.5603	0.2896	0.1549	0.2156	0.2014	0.0000	0.3122	1.1525	0.0000
chr21:43032925-43033464	0.0000	0.0000	0.0000	0.1456	0.1864	6.4079	12.6203	5.2938	11.5838	0.1299	0.1187	0.0000	20.9605	4.5883	0.0000
chr21:43050504-43050859	0.0000	0.0000	0.0000	0.1377	0.2162	2.0620	0.5339	1.9487	0.2902	0.2434	0.2180	0.0000	0.2975	0.1505	0.0000
chr21:43097874-43098173	0.0000	0.0000	0.0000	0.1693	0.1753	17.7508	18.8863	12.2172	0.3471	0.2911	3.6172	0.0000	12.2109	0.1434	0.0000
chr21:43098487-43098869	0.0000	0.0000	0.0000	0.1288	0.1344	17.7508	18.8863	12.2172	0.1899	0.1593	3.6172	0.0000	12.2109	0.1356	0.0000
chr21:43104410-43104949	0.0000	0.0000	0.0000	0.0776	0.2052	15.2271	7.4161	8.3722	10.2589	0.2684	0.1576	0.0000	10.2133	3.5646	0.0000
chr21:43135735-43136274	0.0000	0.0000	0.0000	0.1454	2.5941	5.6177	27.3118	3.6098	0.3201	0.2403	0.2394	0.0000	20.6359	0.1667	0.0000
chr21:43178565-43179104	0.0000	0.0000	0.0000	0.1739	0.2143	0.1244	0.5050	9.6766	0.2865	0.2895	0.1804	0.0000	0.2813	0.1268	0.0000
chr21:43188588-43189127	0.0000	0.0000	0.0000	4.1505	13.5310	15.0875	33.7039	48.7484	10.4072	11.7086	0.1857	0.0000	29.4808	6.2936	0.0000
chr21:44630089-44630628	0.0000	0.0000	0.0000	0.0952	0.2286	10.5460	23.9801	0.1585	0.3451	0.2352	0.1650	0.0000	0.3459	0.0764	0.0000
chr21:44751994-44752310	0.0000	0.0000	0.0000	0.1604	0.2366	13.7406	18.6883	0.2670	9.4023	0.1883	0.1914	0.0000	0.2631	0.1432	0.0000
chr21:44752165-44752704	0.0000	0.0000	0.0000	0.1435	0.1636	13.7406	18.6883	0.2390	9.4023	0.2411	0.1552	0.0000	9.7386	0.1712	0.0000
chr21:44753165-44753648	0.0000	0.0000	0.0000	0.1729	0.2641	13.7406	18.6883	11.5836	9.4023	0.1421	0.1190	0.0000	9.7386	5.0368	0.0000
chr21:44760573-44761004	0.0000	0.0000	0.0000	0.1405	0.1467	7.4152	4.2915	0.2879	4.0483	4.2350	0.1817	0.0000	0.1585	0.0937	0.0000
chr21:44761226-44761652	0.0000	0.0000	0.0000	0.1125	0.1543	7.4152	4.2915	0.2340	4.0483	0.2609	0.1897	0.0000	0.2971	0.1579	0.0000
chr21:44762738-44763466	0.0000	0.0000	0.0000	0.1440	0.1350	7.4152	17.9870	0.1873	0.2805	0.1886	0.2023	0.0000	0.3553	0.1414	0.0000
chr21:44764160-44764667	0.0000	0.0000	0.0000	0.0849	0.1647	7.4152	4.2915	0.2398	0.2245	0.2865	0.2094	0.0000	0.1944	0.1703	0.0000
chr21:44832116-44832655	0.0000	0.0000	0.0000	0.1558	0.2741	24.8188	15.4899	0.1413	0.2874	0.2159	0.1448	0.0000	4.7574	0.1384	0.0000
chr21:44835567-44836106	0.0000	0.0000	0.0000	0.1127	0.1890	33.6798	12.8430	0.2595	19.3696	0.2223	0.2338	0.0000	4.2070	0.1108	0.0000
chr21:44839299-44839838	0.0000	0.0000	0.0000	0.1711	0.2240	33.6798	4.2915	0.1876	19.3696	0.1975	0.1299	0.0000	0.3276	0.1418	0.0000
chr21:44847035-44847331	0.0000	0.0000	0.0000	12.1458	0.1135	33.6798	36.0576	36.5525	19.3696	13.4066	0.1365	0.0000	26.9776	12.3549	0.0000
chr21:44848098-44848369	0.0000	0.0000	0.0000	12.1458	0.1996	33.6798	4.2915	36.5525	19.3696	13.4066	0.1195	0.0000	26.9776	12.3549	0.0000
chr21:44860419-44861441	0.0000	0.0000	0.0000	6.9200	0.1997	21.0626	11.4111	0.2850	0.1694	0.2290	0.1458	0.0000	2.8658	0.0836	0.0000
chr21:44866102-44866528	0.0000	0.0000	0.0000	0.1290	0.1548	21.0626	4.2915	0.2147	0.3111	0.1857	4.7334	0.0000	31.2834	0.1535	0.0000
chr21:44866102-44866545	0.0000	0.0000	0.0000	0.1328	0.2164	21.0626	4.2915	0.2211	0.2249	0.1424	4.7334	0.0000	31.2834	0.1109	0.0000
chr21:44884987-44885252	0.0000	0.0000	0.0000	0.1180	0.1530	2.9290	0.6208	0.1964	0.3416	0.2174	0.2426	0.0000	0.2933	0.1685	0.0000
chr21:44897803-44898291	0.0000	0.0000	0.0000	0.1368	0.1857	2.9290	47.5897	9.6611	0.2574	5.5501	0.1673	0.0000	6.5491	0.1270	0.0000
chr21:44897803-44898295	0.0000	0.0000	0.0000	0.1109	0.1214	2.9290	47.5897	9.6611	0.2651	5.5501	0.1982	0.0000	6.5491	0.1308	0.0000
chr21:44910390-44910656	0.0000	0.0000	0.0000	0.0851	0.0821	4.2473	0.4723	0.2278	3.0394	0.2270	0.1005	0.0000	0.3533	0.1162	0.0000
chr21:44914527-44914700	0.0000	0.0000	0.0000	0.1299	0.1109	10.7515	16.3719	0.1847	3.0394	0.2422	0.1767	0.0000	0.2871	2.0053	0.0000
chr21:44917912-44918451	0.0000	0.0000	0.0000	0.1356	0.1873	14.0977	0.2846	0.1416	3.0394	0.2506	0.1767	0.0000	6.4960	2.0053	0.0000
chr21:44922240-44922750	0.0000	0.0000	0.0000	0.1447	0.2563	15.4453	5.2575	0.2163	3.0394	0.1733	0.1370	0.0000	0.2298	0.1347	0.0000
chr21:44922978-44923355	0.0000	0.0000	0.0000	0.1497	0.1973	15.4453	5.2575	0.2258	3.0394	0.2798	0.1916	0.0000	0.2942	0.1092	0.0000
chr21:44936643-44937264	0.0000	0.0000	0.0000	0.1035	0.1309	11.6024	18.8363	4.1274	3.0394	14.7765	0.1355	0.0000	10.6879	0.0838	0.0000
chr21:45005897-45006413	0.0000	0.0000	0.0000	0.1672	0.1770	4.8447	7.3960	3.5498	11.4126	21.2226	0.1644	0.0000	23.9675	5.2501	0.0000
chr21:45010043-45010582	0.0000	0.0000	0.0000	0.0929	0.2230	0.1245	0.5332	0.2409	0.2355	0.1554	0.1074	0.0000	2.3911	0.1279	0.0000
chr21:45011428-45011967	0.0000	0.0000	0.0000	0.0976	0.2467	0.0778	4.3410	0.2493	0.2731	0.1634	0.0727	0.0000	2.3911	0.1335	0.0000
chr21:45020575-45020861	0.0000	0.0000	0.0000	0.0854	0.1739	1.9872	0.6377	5.6198	2.3359	0.1430	0.0981	0.0000	28.6987	1.6423	0.0000
chr21:45029623-45029781	0.0000	0.0000	0.0000	0.1042	0.2152	0.1231	17.9145	8.2177	2.3359	0.1745	0.1658	0.0000	2.3911	1.6423	0.0000
chr21:45059582-45060121	0.0000	0.0000	0.0000	0.1735	0.1102	0.1527	0.3490	0.1724	0.2214	0.2904	4.1811	0.0000	0.1734	0.1425	0.0000
chr21:45066431-45066634	0.0000	0.0000	0.0000	11.4159	0.1508	11.3658	13.4596	0.2783	0.1698	4.1402	17.6095	0.0000	21.1709	0.1474	0.0000
chr21:45132033-45132841	0.0000	0.0000	0.0000	0.1196	0.1804	21.2234	16.0767	0.1546	16.2295	0.2002	8.4815	0.0000	13.4084	0.1019	0.0000
chr21:45148313-45148500	0.0000	0.0000	0.0000	28.6665	17.0655	17.9859	28.6797	16.8651	12.9277	7.7301	13.9895	0.0000	14.4527	10.4605	0.0000
chr21:46470640-46471179	0.0000	0.0000	0.0000	0.1417	1.8493	10.4200	0.5880	0.1625	7.4030	0.2373	1.6368	0.0000	0.3184	4.6844	0.0000
chr21:46470870-46471409	0.0000	0.0000	0.0000	0.0718	1.8493	10.4200	0.5264	0.1423	7.4030	0.1202	1.6368	0.0000	0.2302	4.6844	0.0000
chr21:46739403-46739942	0.0000	0.0000	0.0000	0.1263	0.1996	9.0212	0.6341	0.1735	6.5003	4.4891	0.2268	0.0000	0.3497	1.9291	0.0000
chr21:46749984-46750391	0.0000	0.0000	0.0000	0.1264	0.1634	5.5582	21.3682	0.2889	5.8751	0.2114	0.1746	0.0000	6.1380	0.1646	0.0000
chr21:46783931-46784285	0.0000	0.0000	0.0000	0.0980	2.2714	11.0781	7.3771	11.6126	19.3487	6.2494	16.1096	0.0000	15.2251	0.0914	0.0000
chr21:46785643-46786182	0.0000	0.0000	0.0000	0.1370	2.2714	1.8903	37.1198	0.1991	10.2060	0.2115	2.4111	0.0000	0.2635	0.0961	0.0000
chr21:46797948-46798487	0.0000	0.0000	0.0000	0.0969	4.6547	14.4824	0.5152	0.2360	0.2593	0.1640	0.1159	0.0000	0.2713	0.0841	0.0000
chr21:46847511-46848050	0.0000	0.0000	0.0000	0.1176	0.1660	5.6826	28.6786	8.6094	6.0323	0.2293	0.1567	0.0000	0.2410	0.1026	0.0000
