RE_Locus	A549	Ag04450	Bj	Gm12878	H1hesc	Helas3	Hepg2	Hmec	Hsmm	Huvec	K562	Mcf7	Nhek	Nhlf	Sknshra
chr21:39414514-39415053	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:39511717-39512242	0.0000	0.0000	0.0000	0.0000	0.0000	24.2704	0.0000	9.3103	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:39630999-39631538	0.0000	0.0000	0.0000	0.0000	0.0000	7.5755	0.0000	0.0000	13.3674	0.0000	0.0000	0.0000	17.0236	16.8998	0.0000
chr21:39631260-39631799	0.0000	0.0000	0.0000	0.0000	0.0000	7.5755	0.0000	0.0000	13.3674	0.0000	0.0000	0.0000	17.0236	18.5611	0.0000
chr21:39633687-39634226	0.0000	0.0000	0.0000	0.0000	0.0000	7.5755	0.0000	0.0000	13.3674	0.0000	0.0000	0.0000	0.0000	5.3037	0.0000
chr21:39649445-39650105	0.0000	0.0000	0.0000	0.0000	0.0000	7.5755	0.0000	22.4172	13.3674	5.3167	0.0000	0.0000	26.4608	27.0659	0.0000
chr21:39664274-39664813	0.0000	0.0000	0.0000	0.0000	1.6145	7.5755	0.0000	15.6746	13.3674	0.0000	0.0000	0.0000	13.0100	5.6215	0.0000
chr21:39675109-39675648	0.0000	0.0000	0.0000	0.0000	1.6145	7.5755	0.0000	23.4292	13.3674	7.2839	0.0000	0.0000	27.8948	12.8233	0.0000
chr21:39715695-39715953	0.0000	0.0000	0.0000	0.0000	1.9380	7.5755	0.0000	0.0000	25.6825	11.5571	0.0000	0.0000	0.0000	4.3075	0.0000
chr21:39723749-39724288	0.0000	0.0000	0.0000	0.0000	1.9380	7.5755	0.0000	9.4025	21.9241	15.0184	0.0000	0.0000	10.4737	16.2955	0.0000
chr21:40159471-40159766	0.0000	0.0000	0.0000	0.0000	2.1466	12.7888	67.2070	18.5147	0.0000	0.0000	13.3664	0.0000	23.9630	0.0000	0.0000
chr21:40159570-40160109	0.0000	0.0000	0.0000	0.0000	2.1466	12.7888	67.2070	18.5147	0.0000	0.0000	13.3664	0.0000	23.9630	0.0000	0.0000
chr21:40166005-40166544	0.0000	0.0000	0.0000	0.0000	2.1466	4.1070	8.7535	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:40170379-40170918	0.0000	0.0000	0.0000	0.0000	2.1466	8.7669	21.3520	12.9537	0.0000	0.0000	9.2004	0.0000	26.5126	0.0000	0.0000
chr21:40173344-40173560	0.0000	0.0000	0.0000	0.0000	2.1466	0.0000	21.3520	0.0000	0.0000	0.0000	0.0000	0.0000	26.5126	0.0000	0.0000
chr21:40173378-40173917	0.0000	0.0000	0.0000	0.0000	2.1466	0.0000	21.3520	0.0000	0.0000	0.0000	0.0000	0.0000	26.5126	0.0000	0.0000
chr21:40174623-40175024	0.0000	0.0000	0.0000	0.0000	2.1466	0.0000	21.3520	0.0000	0.0000	0.0000	8.8141	0.0000	26.5126	0.0000	0.0000
chr21:40211471-40212010	0.0000	0.0000	0.0000	0.0000	0.0000	27.2480	0.0000	30.3939	16.5240	13.5762	14.7835	0.0000	29.3639	35.6992	0.0000
chr21:40225251-40225790	0.0000	0.0000	0.0000	0.0000	1.8802	30.5714	0.0000	9.8968	0.0000	14.5138	0.0000	0.0000	10.2250	0.0000	0.0000
chr21:40466936-40467475	0.0000	0.0000	0.0000	0.0000	1.9414	0.0000	108.6343	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:40685346-40685885	0.0000	0.0000	0.0000	47.0307	2.8371	18.7048	39.7187	23.1928	20.8367	17.5163	27.2658	0.0000	17.6344	34.1550	0.0000
chr21:41005534-41006073	0.0000	0.0000	0.0000	0.0000	2.3383	0.0000	0.0000	0.0000	31.0953	0.0000	0.0000	0.0000	0.0000	9.4282	0.0000
chr21:41879864-41880403	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.5852	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:43032925-43033464	0.0000	0.0000	0.0000	0.0000	1.8815	17.2823	0.0000	18.7549	23.2789	0.0000	0.0000	0.0000	17.7389	17.6040	0.0000
chr21:43050504-43050859	0.0000	0.0000	0.0000	0.0000	0.0000	2.9078	0.0000	18.9570	14.2132	0.0000	0.0000	0.0000	21.9796	0.0000	0.0000
chr21:43097874-43098173	0.0000	0.0000	0.0000	0.0000	0.0000	31.1927	34.6716	71.5830	0.0000	0.0000	0.0000	0.0000	36.0741	0.0000	0.0000
chr21:43098487-43098869	0.0000	0.0000	0.0000	0.0000	5.4207	31.1927	34.6716	71.5830	32.3847	0.0000	0.0000	0.0000	36.0741	0.0000	0.0000
chr21:43104410-43104949	0.0000	0.0000	0.0000	0.0000	0.0000	28.3870	0.0000	35.3261	14.0636	0.0000	0.0000	0.0000	36.0741	0.0000	0.0000
chr21:43135735-43136274	0.0000	0.0000	0.0000	0.0000	4.6992	13.0154	52.6116	16.7549	0.0000	0.0000	0.0000	0.0000	23.5813	0.0000	0.0000
chr21:43178565-43179104	0.0000	0.0000	0.0000	0.0000	2.1564	9.8254	0.0000	25.0066	0.0000	0.0000	0.0000	0.0000	29.5316	0.0000	0.0000
chr21:43188588-43189127	0.0000	0.0000	0.0000	0.0000	0.0000	4.2328	24.3065	25.0066	12.4108	0.0000	0.0000	0.0000	29.5316	12.6133	0.0000
chr21:44630089-44630628	0.0000	0.0000	0.0000	0.0000	1.7633	67.9424	9.7733	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44751994-44752310	0.0000	0.0000	0.0000	0.0000	2.0620	48.3406	0.0000	15.8632	21.2311	16.4329	0.0000	0.0000	0.0000	31.3079	0.0000
chr21:44752165-44752704	0.0000	0.0000	0.0000	0.0000	2.0620	48.3406	0.0000	15.8632	21.2311	16.4329	0.0000	0.0000	18.9382	31.3079	0.0000
chr21:44753165-44753648	0.0000	0.0000	0.0000	0.0000	2.0620	48.3406	8.8381	15.8632	21.2311	16.4329	0.0000	0.0000	18.9382	31.3079	0.0000
chr21:44760573-44761004	0.0000	0.0000	0.0000	0.0000	2.0620	22.6060	0.0000	6.3227	10.2716	25.7294	0.0000	0.0000	27.1078	7.8915	0.0000
chr21:44761226-44761652	0.0000	0.0000	0.0000	0.0000	2.0620	22.6060	0.0000	6.3227	10.2716	25.7294	0.0000	0.0000	12.1182	7.8915	0.0000
chr21:44762738-44763466	0.0000	0.0000	0.0000	0.0000	2.0620	22.6060	0.0000	0.0000	10.2716	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44764160-44764667	0.0000	0.0000	0.0000	0.0000	2.0620	22.6060	0.0000	20.5081	0.0000	0.0000	0.0000	0.0000	7.7147	0.0000	0.0000
chr21:44832116-44832655	0.0000	0.0000	0.0000	0.0000	2.0620	30.9035	0.0000	12.9768	22.5420	0.0000	0.0000	0.0000	10.9001	0.0000	0.0000
chr21:44835567-44836106	0.0000	0.0000	0.0000	0.0000	10.2217	30.9035	8.2187	0.0000	8.2640	0.0000	0.0000	0.0000	11.3601	0.0000	0.0000
chr21:44839299-44839838	0.0000	0.0000	0.0000	0.0000	2.0620	30.9035	0.0000	0.0000	23.4351	0.0000	0.0000	0.0000	15.2656	0.0000	0.0000
chr21:44847035-44847331	0.0000	0.0000	0.0000	10.5646	2.0620	30.9035	0.0000	20.2612	23.4351	18.3725	1.7037	0.0000	15.2656	23.5651	0.0000
chr21:44848098-44848369	0.0000	0.0000	0.0000	10.5646	2.0620	30.9035	12.7618	20.2612	23.4351	18.3725	1.7037	0.0000	15.2656	21.7866	0.0000
chr21:44860419-44861441	0.0000	0.0000	0.0000	32.4146	2.0620	30.9035	68.0094	14.4033	6.4568	0.0000	0.0000	0.0000	12.9380	0.0000	0.0000
chr21:44866102-44866528	0.0000	0.0000	0.0000	0.0000	2.0620	30.9035	68.0094	0.0000	0.0000	15.5142	0.0000	0.0000	12.8271	0.0000	0.0000
chr21:44866102-44866545	0.0000	0.0000	0.0000	0.0000	2.0620	30.9035	68.0094	0.0000	0.0000	15.5142	0.0000	0.0000	12.8271	0.0000	0.0000
chr21:44884987-44885252	0.0000	0.0000	0.0000	0.0000	2.0620	4.2652	55.6348	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44897803-44898291	0.0000	0.0000	0.0000	0.0000	2.1119	82.1654	29.4495	17.9777	0.0000	52.8821	0.0000	0.0000	15.8354	0.0000	0.0000
chr21:44897803-44898295	0.0000	0.0000	0.0000	0.0000	2.1119	82.1654	29.4495	17.9777	0.0000	52.8821	0.0000	0.0000	15.8354	0.0000	0.0000
chr21:44910390-44910656	0.0000	0.0000	0.0000	0.0000	2.1119	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:44914527-44914700	0.0000	0.0000	0.0000	0.0000	2.1119	49.6488	29.5271	20.7567	45.1171	25.4834	6.3371	0.0000	23.1026	9.9855	0.0000
chr21:44917912-44918451	0.0000	0.0000	0.0000	0.0000	2.1119	49.6488	10.1622	20.7567	45.1171	10.5281	0.0000	0.0000	23.1026	18.5074	0.0000
chr21:44922240-44922750	0.0000	0.0000	0.0000	0.0000	2.1119	49.6488	66.1587	20.8820	45.1171	12.0017	0.0000	0.0000	23.1026	0.0000	0.0000
chr21:44922978-44923355	0.0000	0.0000	0.0000	0.0000	2.1119	49.6488	66.1587	20.8820	45.1171	0.0000	0.0000	0.0000	23.1026	0.0000	0.0000
chr21:44936643-44937264	0.0000	0.0000	0.0000	0.0000	2.1119	32.3557	22.6141	36.6025	45.1171	25.8405	0.0000	0.0000	60.2426	0.0000	0.0000
chr21:45005897-45006413	0.0000	0.0000	0.0000	0.0000	0.0000	11.3512	21.1605	26.9777	16.3952	54.2786	0.0000	0.0000	12.3464	36.7496	0.0000
chr21:45010043-45010582	0.0000	0.0000	0.0000	0.0000	0.0000	3.2725	21.1605	26.9777	16.3952	6.9820	0.0000	0.0000	12.3464	2.6909	0.0000
chr21:45011428-45011967	0.0000	0.0000	0.0000	0.0000	0.0000	3.2725	21.1605	26.9777	16.3952	6.9820	0.0000	0.0000	12.3464	2.6909	0.0000
chr21:45020575-45020861	0.0000	0.0000	0.0000	0.0000	0.0000	3.1920	0.0000	20.9608	16.3952	0.0000	0.0000	0.0000	12.3464	16.5169	0.0000
chr21:45029623-45029781	0.0000	0.0000	0.0000	0.0000	0.0000	3.7620	39.2592	16.3274	16.3952	13.5350	0.0000	0.0000	12.3464	6.2311	0.0000
chr21:45059582-45060121	0.0000	0.0000	0.0000	0.0000	0.0000	9.3294	0.0000	15.6098	5.5009	0.0000	0.0000	0.0000	17.4422	0.0000	0.0000
chr21:45066431-45066634	0.0000	0.0000	0.0000	0.0000	0.0000	10.5692	0.0000	9.7845	37.7613	8.2481	0.0000	0.0000	12.4177	6.3637	0.0000
chr21:45132033-45132841	0.0000	0.0000	0.0000	0.0000	2.3792	52.4813	0.0000	12.4990	27.7222	0.0000	5.7644	0.0000	42.1903	0.0000	0.0000
chr21:45148313-45148500	0.0000	0.0000	0.0000	19.2883	14.8089	15.9551	30.1393	10.9964	13.3331	19.4083	40.5671	0.0000	28.0297	34.3874	0.0000
chr21:46470640-46471179	0.0000	0.0000	0.0000	0.0000	0.0000	6.8345	0.0000	0.0000	52.0941	3.5413	0.0000	0.0000	0.0000	18.5403	0.0000
chr21:46470870-46471409	0.0000	0.0000	0.0000	0.0000	0.0000	6.8345	0.0000	0.0000	52.0941	3.5413	0.0000	0.0000	0.0000	18.5403	0.0000
chr21:46739403-46739942	0.0000	0.0000	0.0000	0.0000	2.6036	66.9985	34.4464	0.0000	69.0057	92.8572	0.0000	0.0000	0.0000	18.3732	0.0000
chr21:46749984-46750391	0.0000	0.0000	0.0000	0.0000	2.6036	7.9043	18.5863	0.0000	24.9673	0.0000	0.0000	0.0000	0.0000	15.1927	0.0000
chr21:46783931-46784285	0.0000	0.0000	0.0000	0.0000	2.6036	18.5668	20.5560	19.6832	43.2715	74.1446	11.5704	0.0000	17.2247	40.5669	0.0000
chr21:46785643-46786182	0.0000	0.0000	0.0000	0.0000	2.6036	18.5668	20.5560	2.6895	43.2715	74.1446	0.0000	0.0000	0.0000	40.5669	0.0000
chr21:46797948-46798487	0.0000	0.0000	0.0000	0.0000	13.2364	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
chr21:46847511-46848050	0.0000	0.0000	0.0000	0.0000	2.6036	5.9694	16.1620	10.6017	9.7702	23.4791	0.0000	0.0000	18.9040	14.7978	0.0000
